Station_ID	Station_Name	Division	Latitude	Longitude	Elevation_m	Date	Time	Season	Temp_Max_C	Temp_Min_C	Current_Temp_C	Temp_Range_C	Rainfall_mm	Humidity_Morning_Pct	Humidity_Evening_Pct	Wind_Speed_kmh	Surface_Pressure_hPa	Rainfall_Lag1_mm	Target_Rain_Tomorrow
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/18/2025	8:20	Winter	34.5	27.4	29.6	7.1	0	70	49	14.1	1013.3	0.5	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	12/18/2025	9:20	Winter	33.5	23.8	28.9	9.7	0	92	82	14.4	1016	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/18/2025	10:20	Winter	28	19.8	28	8.2	0	97	49	19	1009.4	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/18/2025	11:20	Winter	34.5	26.3	27.8	8.2	0	99	79	4.6	1005.8	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/18/2025	12:20	Winter	28.5	18.4	27.7	10.1	0	90	47	2.3	1017.2	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/18/2025	13:20	Winter	36.5	28.1	28.1	8.4	0	83	61	11.9	1015	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/18/2025	14:20	Winter	32.9	23.8	28.1	9.1	33.2	98	50	25	1004	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/18/2025	15:20	Winter	31.7	24.7	27.8	7	0	83	48	5.9	1012.7	33.2	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	12/18/2025	16:20	Winter	33.8	25	28	8.8	19.1	89	80	11.8	1012.4	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/18/2025	17:20	Winter	29.9	19.3	28.8	10.6	0	88	53	24	1003.7	19.1	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/18/2025	18:20	Winter	36.6	26.1	29.2	10.5	0	68	48	17	1016	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/18/2025	19:20	Winter	32.8	25.5	29.4	7.3	0	87	76	18.3	1004.9	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/18/2025	20:20	Winter	27.3	16.7	27.3	10.6	0	78	88	13.3	1005.7	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	12/18/2025	21:20	Winter	29.3	20.9	27.1	8.4	0	81	69	9.4	1012.7	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/18/2025	22:20	Winter	32.5	24.7	26.9	7.8	0	99	79	2.5	1016.1	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/18/2025	23:20	Winter	30.3	22	27.3	8.3	0	82	54	23.8	1005.2	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/19/2025	0:20	Winter	36.2	25.8	26.9	10.4	0	83	87	6.3	1004.7	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/19/2025	1:20	Winter	35.6	28.9	28.9	6.7	0	70	63	6.4	1002.4	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/19/2025	2:20	Winter	27.4	20.8	27.4	6.6	0	83	87	22.9	1016.1	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/19/2025	3:20	Winter	35.7	29.3	29.3	6.4	0	96	81	22.6	1016.1	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/19/2025	4:20	Winter	36.6	26.5	29.1	10.1	0	95	88	24.8	1016.2	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/19/2025	5:20	Winter	29.4	21.7	29.3	7.7	0	82	61	20.5	1007.1	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/19/2025	6:20	Winter	28.7	22.4	28.7	6.3	0	68	51	16.3	1002.2	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/19/2025	7:20	Winter	31	20.6	29.5	10.4	0	71	52	11.6	1013.3	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/19/2025	8:20	Winter	36.2	28	30.1	8.2	0	78	81	23.6	1011.9	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/19/2025	9:20	Winter	33.6	26.8	30.4	6.8	0	95	69	16.5	1014.5	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	12/19/2025	10:20	Winter	35.7	29.3	29.6	6.4	0	68	72	26	1003.8	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/19/2025	11:20	Winter	36.2	25.2	30.3	11	3.6	84	81	20.4	1004.1	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/19/2025	12:20	Winter	27.6	20.8	27.6	6.8	9.1	75	53	4.6	1011.8	3.6	1
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	12/19/2025	13:20	Winter	30.1	19.7	28.4	10.4	0	97	62	20	1017.6	9.1	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/19/2025	14:20	Winter	29.3	21	27.9	8.3	0	87	83	3.7	1003.7	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/19/2025	15:20	Winter	30.5	20.3	27.5	10.2	31.9	77	86	6.8	1016.8	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/19/2025	16:20	Winter	27.8	16.9	27.8	10.9	0	70	86	22.8	1015.1	31.9	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/19/2025	17:20	Winter	27.4	19.8	27	7.6	0	95	55	8.2	1008.1	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/19/2025	18:20	Winter	36	28.5	28.5	7.5	0	82	58	10.1	1009.3	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/19/2025	19:20	Winter	30	22.6	29.3	7.4	0	86	68	5.6	1012.5	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/19/2025	20:20	Winter	28.6	19	28.6	9.6	0	89	51	24.4	1002.6	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	12/19/2025	21:20	Winter	32.1	24.9	29.4	7.2	0	76	87	6.6	1010.1	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/19/2025	22:20	Winter	35	25.6	29.1	9.4	0	76	82	15.6	1011.8	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/19/2025	23:20	Winter	29.2	19.3	28.4	9.9	26.9	74	87	6	1013.6	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/20/2025	0:20	Winter	35.8	26.3	28.3	9.5	0	85	83	2.7	1012.4	26.9	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/20/2025	1:20	Winter	30.7	21.8	28.7	8.9	0	84	47	14.5	1008.3	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/20/2025	2:20	Winter	33.8	27.7	28.1	6.1	0	84	56	25.8	1013.2	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/20/2025	3:20	Winter	30.1	22.1	27.4	8	0	70	79	24.6	1011.4	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/20/2025	4:20	Winter	36.8	25.9	27.7	10.9	0	92	87	11.2	1002.8	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/20/2025	5:20	Winter	30.7	22.5	27.6	8.2	0	90	78	17.6	1004.9	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/20/2025	6:20	Winter	32	25.5	26.9	6.5	0	68	61	19.2	1015.4	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	12/20/2025	7:20	Winter	31.9	25	27.2	6.9	0	76	50	3.7	1005.4	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/20/2025	8:20	Winter	28	20.1	27.4	7.9	0	91	63	13.5	1006.7	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/20/2025	9:20	Winter	34.3	23.6	27.4	10.7	0	99	62	20.1	1010.4	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/20/2025	10:20	Winter	27.7	19.7	27.1	8	0	95	82	11.1	1009.2	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/20/2025	11:20	Winter	28.9	19.8	27.8	9.1	0	95	85	10.3	1015.6	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/20/2025	12:20	Winter	35.1	25.6	27.7	9.5	0	70	69	25.7	1009.1	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/20/2025	13:20	Winter	33.7	24.4	27.1	9.3	0	98	78	16.9	1007.7	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/20/2025	14:20	Winter	32.9	21.9	27.4	11	33.7	73	64	14.9	1012.5	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/20/2025	15:20	Winter	36	25.9	27.7	10.1	0	80	65	19.1	1005.2	33.7	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/20/2025	16:20	Winter	34.7	28.2	28.2	6.5	0	90	86	14.9	1011.2	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/20/2025	17:20	Winter	29.1	18.3	27.8	10.8	29.4	95	85	12.9	1010.6	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/20/2025	18:20	Winter	27.6	16.9	27.6	10.7	0	92	80	20.1	1007.7	29.4	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/20/2025	19:20	Winter	29	20.3	27.3	8.7	0	90	84	20.8	1006	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/20/2025	20:20	Winter	33.4	26.8	26.8	6.6	0	79	82	4	1013.1	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/20/2025	21:20	Winter	35.9	25.7	27.2	10.2	0	88	80	6.7	1010.3	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	12/20/2025	22:20	Winter	34.2	25.7	27.8	8.5	0	88	73	24.4	1009	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/20/2025	23:20	Winter	27.1	16.6	27.1	10.5	0	90	74	11.7	1002.6	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/21/2025	0:20	Winter	29.3	22.1	26.7	7.2	0	74	77	17	1010.9	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/21/2025	1:20	Winter	31.1	23.5	27.4	7.6	12.7	70	71	22.2	1008.8	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/21/2025	2:20	Winter	28.8	20.6	27.2	8.2	0	70	76	16.6	1002.8	12.7	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/21/2025	3:20	Winter	33.1	26.9	27.9	6.2	0	87	69	9.7	1012.4	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/21/2025	4:20	Winter	35.4	28	28.3	7.4	31.9	81	78	18.5	1012.3	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	12/21/2025	5:20	Winter	31.9	23.4	28.8	8.5	0	99	68	17.5	1008.1	31.9	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/21/2025	6:20	Winter	30.6	20.2	28.6	10.4	0	79	75	11.8	1016.5	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/21/2025	7:20	Winter	36.6	29.9	29.9	6.7	0	74	85	10.1	1007.1	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/21/2025	8:20	Winter	34.6	23.8	30.2	10.8	0	82	69	9.7	1017.9	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/21/2025	9:20	Winter	32.1	23.9	30	8.2	15.4	94	47	8.8	1011.6	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/21/2025	10:20	Winter	32.1	21.7	29.7	10.4	23.1	84	72	6.6	1004.7	15.4	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/21/2025	11:20	Winter	33.5	25.8	29.8	7.7	0	92	59	5.8	1012.7	23.1	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/21/2025	12:20	Winter	31.7	25.6	29.3	6.1	0	84	70	19.6	1016.6	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/21/2025	13:20	Winter	28.3	19.6	28.3	8.7	0	86	70	19.5	1015.3	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/21/2025	14:20	Winter	30.7	20.6	27.6	10.1	0	76	74	24.8	1013	0	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/21/2025	15:20	Winter	35.2	24.2	28.2	11	0	88	88	19.3	1014.8	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/21/2025	16:20	Winter	36.6	29.2	29.2	7.4	0	91	75	14.9	1009.7	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/21/2025	17:20	Winter	36.1	26.7	28.9	9.4	0	75	67	11.1	1011.3	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/21/2025	18:20	Winter	35.9	26.2	29.5	9.7	14.5	95	65	18.6	1008	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/21/2025	19:20	Winter	33.9	23.6	30.1	10.3	0	95	50	16	1003.2	14.5	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/21/2025	20:20	Winter	31.5	22.8	30.2	8.7	0	73	77	3.3	1010.2	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/21/2025	21:20	Winter	32.5	23.9	30.6	8.6	0	73	55	13.1	1010.7	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/21/2025	22:20	Winter	35.5	26.4	31.3	9.1	0	72	68	15.8	1006	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/21/2025	23:20	Winter	28.6	19.3	28.6	9.3	0	99	59	25.6	1006.8	0	1
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	12/22/2025	0:20	Winter	33.1	24.1	28.2	9	0	81	68	21.4	1005.2	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/22/2025	1:20	Winter	31.4	25.1	27.9	6.3	0	91	63	18.3	1007.1	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/22/2025	2:20	Winter	31.2	24.5	28.5	6.7	0	88	81	8.9	1014.7	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/22/2025	3:20	Winter	31.9	24	27.8	7.9	0	80	55	20.5	1011.5	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/22/2025	4:20	Winter	35.3	27.8	28.3	7.5	0	97	82	7.1	1003.1	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	12/22/2025	5:20	Winter	27.7	20	27.7	7.7	0	94	50	7.7	1015.1	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/22/2025	6:20	Winter	28.7	19.8	28.1	8.9	0	74	59	8.8	1016.6	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	12/22/2025	7:20	Winter	32.7	24.1	28.5	8.6	0	81	78	20.3	1007.8	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/22/2025	8:20	Winter	33.9	27	29	6.9	0	99	78	18.1	1008.9	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/22/2025	9:20	Winter	36.6	30	30	6.6	0	95	67	10.8	1002.9	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	12/22/2025	10:20	Winter	31.2	25.1	30.3	6.1	0	77	52	21.4	1005.6	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	12/22/2025	11:20	Winter	34.3	27.9	30.2	6.4	0	96	80	22.1	1016.2	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/22/2025	12:20	Winter	32	25.5	29.8	6.5	0	78	52	12.4	1017	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/22/2025	13:20	Winter	28.1	18.7	28.1	9.4	0	76	64	8.1	1014.7	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/22/2025	14:20	Winter	32.8	26.6	27.6	6.2	36	71	81	8.4	1002.4	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/22/2025	15:20	Winter	30.6	24.5	27.1	6.1	0	76	53	23.3	1018	36	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	12/22/2025	16:20	Winter	28.2	19.7	26.7	8.5	0	72	54	24.7	1014.7	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/22/2025	17:20	Winter	36.8	29.8	29.8	7	0	83	61	7.1	1003.2	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	12/22/2025	18:20	Winter	33.1	24.5	29.9	8.6	26.3	90	87	2.7	1012.4	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/22/2025	19:20	Winter	30.6	23.5	30.5	7.1	3.8	70	60	11.1	1007.8	26.3	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/22/2025	20:20	Winter	30.6	20.8	30.6	9.8	0	70	52	9.7	1015.5	3.8	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	12/22/2025	21:20	Winter	35.5	28.6	30.6	6.9	0	71	82	6.1	1011.6	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/22/2025	22:20	Winter	36.6	29.8	30.8	6.8	0	70	62	3.4	1007	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	12/22/2025	23:20	Winter	31.5	21.4	31.5	10.1	0	78	85	12.7	1002.7	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/23/2025	0:20	Winter	36.4	30.2	31.5	6.2	0	92	71	23.6	1006.1	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/23/2025	1:20	Winter	33.7	23.4	31.6	10.3	0	75	81	10.4	1003.7	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/23/2025	2:20	Winter	30.4	21.3	30.4	9.1	0	91	80	23.1	1010.8	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/23/2025	3:20	Winter	34.2	24.2	31.2	10	18	90	66	11.2	1007.9	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/23/2025	4:20	Winter	28.9	22.5	28.9	6.4	28.5	70	71	4.4	1007.1	18	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/23/2025	5:20	Winter	30.9	20.1	29	10.8	0	80	88	12.8	1005.1	28.5	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/23/2025	6:20	Winter	31.3	24.3	28.3	7	0	69	78	7.4	1007.1	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/23/2025	7:20	Winter	28.5	17.6	28.4	10.9	0	72	57	16.5	1011.9	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/23/2025	8:20	Winter	32.4	23.5	28.4	8.9	0	86	74	19.7	1012.1	0	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/23/2025	9:20	Winter	34.2	24.8	28.3	9.4	0	74	77	3.7	1002.2	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/23/2025	10:20	Winter	27.6	21.3	27.6	6.3	0	89	75	4.6	1005.7	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/23/2025	11:20	Winter	34.2	24.7	27.1	9.5	0	73	50	25.5	1007.7	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/23/2025	12:20	Winter	37	30.3	30.3	6.7	0	73	63	23	1003	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/23/2025	13:20	Winter	35.8	28.2	30.6	7.6	0	92	47	20.9	1006.5	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/23/2025	14:20	Winter	30.3	20.8	30.1	9.5	0	83	84	13.6	1005.2	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	12/23/2025	15:20	Winter	35.5	25.9	30.4	9.6	0	72	85	20.1	1010.1	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/23/2025	16:20	Winter	27.8	18.8	27.8	9	31.3	90	83	18.6	1004.6	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/23/2025	17:20	Winter	29.6	21.4	27.3	8.2	0	72	79	8.6	1017.2	31.3	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	12/23/2025	18:20	Winter	36.8	27.6	27.6	9.2	14.5	99	72	14.7	1005.3	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/23/2025	19:20	Winter	29.7	19	27.4	10.7	29.4	83	53	19.7	1017.3	14.5	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/23/2025	20:20	Winter	33.2	25.4	26.7	7.8	0	97	67	20.6	1012.3	29.4	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/23/2025	21:20	Winter	34.1	24	26.7	10.1	0	76	61	12.5	1011.6	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/23/2025	22:20	Winter	33.6	25.5	27.1	8.1	0	71	62	24	1008	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/23/2025	23:20	Winter	34.3	26.6	27.1	7.7	0	89	71	17.7	1002.2	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/24/2025	0:20	Winter	32.6	23.9	27.9	8.7	0	86	87	25	1014.7	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/24/2025	1:20	Winter	34.9	27.6	28.1	7.3	0	98	80	10.1	1011.4	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/24/2025	2:20	Winter	29.9	22.5	28.3	7.4	0	69	74	5.8	1003.3	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/24/2025	3:20	Winter	34	26	28	8	0	90	49	5.9	1017.9	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	12/24/2025	4:20	Winter	35	26.6	27.8	8.4	0	91	69	11	1014.2	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/24/2025	5:20	Winter	32.4	25.5	28.1	6.9	0	90	57	22.9	1007.3	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	12/24/2025	6:20	Winter	33.3	25.1	27.5	8.2	0	98	55	11.7	1004.1	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/24/2025	7:20	Winter	36.9	26	28.3	10.9	0	92	50	6.2	1011.9	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/24/2025	8:20	Winter	28.9	22.1	28.9	6.8	12.1	69	61	18.2	1014.6	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/24/2025	9:20	Winter	29.1	21.4	28.8	7.7	0	76	49	13.5	1015.1	12.1	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/24/2025	10:20	Winter	31.9	24.3	28.4	7.6	0	89	68	16.4	1008.3	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	12/24/2025	11:20	Winter	36.1	27.7	28.7	8.4	0	95	52	19.7	1005.4	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/24/2025	12:20	Winter	31.8	25.6	28.4	6.2	0	74	62	19.5	1013.1	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	12/24/2025	13:20	Winter	30.9	24.8	29.2	6.1	0	77	62	18.2	1012.9	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	12/24/2025	14:20	Winter	35.3	28.6	28.6	6.7	0	94	60	24.3	1011.4	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/24/2025	15:20	Winter	27.1	21	27.1	6.1	0	91	46	6.9	1010.7	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	12/24/2025	16:20	Winter	32.4	24.8	26.6	7.6	0	98	52	10	1003.7	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/24/2025	17:20	Winter	27	19.9	26.7	7.1	0	77	74	11.4	1011.1	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	12/24/2025	18:20	Winter	30.4	22.9	27.3	7.5	0	79	75	4.9	1014.5	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/24/2025	19:20	Winter	34.1	23.1	27.3	11	0	84	74	7.3	1009.5	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/24/2025	20:20	Winter	36.8	30	30	6.8	0	86	63	18	1013.8	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	12/24/2025	21:20	Winter	34.2	24.6	29.5	9.6	0	97	78	23.9	1013.9	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/24/2025	22:20	Winter	28.9	19.2	28.9	9.7	0	84	82	14.9	1009.2	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	12/24/2025	23:20	Winter	32.7	26.5	29.2	6.2	0	68	84	10.7	1011.8	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/25/2025	0:20	Winter	28.7	21.5	28.7	7.2	0	93	85	19.9	1006.3	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	12/25/2025	1:20	Winter	31.8	21.7	28.5	10.1	22.6	96	61	19.4	1002.6	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	12/25/2025	2:20	Winter	28.1	20.3	28.1	7.8	0	70	85	22	1013.6	22.6	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/25/2025	3:20	Winter	34.3	25.8	28	8.5	0	80	63	4.3	1011.1	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	12/25/2025	4:20	Winter	29.8	22.7	27.8	7.1	18.2	91	78	8.7	1005	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	12/25/2025	5:20	Winter	35.2	24.6	27.4	10.6	0	74	81	19.2	1010.5	18.2	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	12/25/2025	6:20	Winter	27.9	18.8	27.9	9.1	0	94	63	23	1005.1	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/25/2025	7:20	Winter	36.4	25.6	28.4	10.8	0	99	56	12.3	1011	0	1
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	12/25/2025	8:20	Winter	31.3	20.4	27.9	10.9	0	68	84	3.9	1002.1	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	12/25/2025	9:20	Winter	28.6	19.2	27.6	9.4	15.6	84	84	12.5	1017.1	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	12/25/2025	10:20	Winter	28.7	19.6	28.2	9.1	0	89	88	19.2	1011.7	15.6	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	12/25/2025	11:20	Winter	32.4	24.1	28.1	8.3	0	90	54	19.7	1010.4	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	12/25/2025	12:20	Winter	32.9	25.6	28.1	7.3	0	71	55	5.4	1006.4	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	12/25/2025	13:20	Winter	29.3	20	27.7	9.3	0	80	68	7.5	1011.4	0	0
